geometry,n,CV,L_m,m_realizations,bias,bias_se,bias_p,MAE,RMSE,sigma_rep,sigma_rep_lo,sigma_rep_hi,sigma_rep_chi2_lo,sigma_rep_chi2_hi,bias_pure,sigma_rep_pure,RMSE_pure,sd_pred_loglinear,sampler
open_path,2,0.5,200.0,20,0.024651625268105215,0.01939607711707976,0.21908413870396162,0.06768876087252398,0.0880661738209483,0.08674189386123698,0.057871234440531806,0.10837387506706773,0.06596637706745222,0.12669274983698656,-0.0015747466533443323,0.10256715265848212,0.0999824964244601,0.11327785635183632,circulant
open_path,2,0.5,250.0,20,0.024989945770081897,0.020529796278196507,0.23841156670942792,0.07146550084001294,0.09291111644390249,0.09181204008453915,0.06058983446067284,0.11413258893458758,0.06982217456812141,0.13409806160171867,-0.0006095366199159869,0.10908423032590918,0.10632390312341448,0.12038660509887775,circulant
open_path,2,0.5,300.0,20,0.025225996614734875,0.021102328697024064,0.2466333787543049,0.0737625288800875,0.09537928578844716,0.09437248290018074,0.0635061688822719,0.11646842739523379,0.07176936673464777,0.13783777175415002,6.67255771097313e-05,0.1124925881385107,0.10964423249354344,0.12455893807502566,circulant
open_path,2,0.5,400.0,20,0.013002677411696075,0.02227564145240879,0.5662763410093974,0.07957487433255998,0.09796402125312034,0.0996196970599964,0.07041301765483275,0.1231171956275108,0.07575982270017928,0.14550170392461992,-0.008803221653299475,0.11699534110706956,0.11437224777103361,0.12778069252683472,cholesky
open_path,2,0.5,500.0,20,0.016018287262588304,0.0232453099913017,0.4990913947382904,0.08190406893046928,0.10258230754895946,0.1039561865972113,0.07234563431285866,0.12683863106987686,0.07905768133834322,0.15183545754300376,-0.004655062194083802,0.12249093771893203,0.11948011523316719,0.12745415753414632,cholesky
open_path,2,0.75,100.0,20,0.021020826598678852,0.01975792244849472,0.3007007142191415,0.06841940040369818,0.0886510554986551,0.08836011537800657,0.06151734271401617,0.10996793553475441,0.06719701898685342,0.12905627828533803,-0.008824277315473469,0.10134217605269233,0.09916951489687001,0.11753077401626934,circulant
open_path,2,0.75,150.0,20,0.022658872091201272,0.02441360953448648,0.364984398694315,0.08442472267480615,0.10880205312396653,0.10918098099049753,0.07323510104977018,0.1341629918063075,0.08303108728678597,0.15946664403839234,-0.005506573561303124,0.12603087359717743,0.12296306110808392,0.14376564956628,circulant
open_path,2,0.75,200.0,20,0.023557347903222496,0.027227365592436128,0.3977174877778093,0.09367867398664019,0.12099672700206723,0.12176448062585203,0.07980597714038036,0.1515169064549503,0.09260071788652655,0.17784574668890765,-0.003174346696113599,0.14164699287802984,0.13809689909178385,0.1601990807693182,circulant
open_path,2,0.75,250.0,20,0.02401504507240152,0.028818113771191756,0.41501127099830454,0.09921804749913146,0.12789023549547154,0.12887852275141518,0.08483626613612201,0.15835680158101575,0.09801087858787541,0.18823631483566247,-0.001656803317991617,0.1508136051076718,0.14700425608984471,0.1702523696588869,circulant
open_path,2,0.75,300.0,20,0.02430254104934778,0.02962099650664249,0.4221342542209008,0.10227333861848228,0.13138218581047906,0.13246912350027282,0.08807487747450703,0.16250093727303874,0.10074149596725529,0.19348064444607238,-0.0006135842437184314,0.15566521821448803,0.1517249275475197,0.17615293954049177,circulant
open_path,2,0.75,400.0,20,0.008354197286523857,0.030952202943015365,0.7901420178940883,0.10961718520355161,0.13517592642844634,0.13842245966790281,0.09855384004318667,0.16995310157193075,0.10526895093695453,0.20217591839279545,-0.01015699791702612,0.16097116447598706,0.1572237088031064,0.18070918838087605,cholesky
