run,geometry,n,CV,L_m,seed,e_signed,e_pure_representativeness,e_transport,sd_pred_loglinear,sd_pred_lognormal,sd_pred_mc,z_total_loglinear,z_pure_loglinear,z_total_lognormal,z_pure_lognormal,z_total_mc,z_pure_mc,pit_pure_mc
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n2_op,open_path,2,0.5,100.0,7,0.01953192326812117,-0.04506768073115759,0.06459960399927876,0.08310680730500773,0.08512159608932464,0.08366930842285188,0.23502194226325723,-0.542286272239482,0.2294590816603676,-0.5294506071510291,0.23344191121324703,-0.5386405311657703,0.315
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n2_point,point,2,0.5,100.0,7,0.12249817522540464,0.180636471745713,-0.05813829652030837,0.10066740254137618,0.10424286974517911,0.10205659249930563,1.216860395052466,1.7943889202015324,1.1751228215881862,1.7328424686242567,1.2002965435695698,1.769963775215619,0.9545
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n3_op,open_path,3,0.5,100.0,7,0.03457208518346764,-0.030532986874390464,0.06510507205785811,0.0765457474343384,0.07839385422527313,0.07684001575842433,0.45165259132290625,-0.398885475650779,0.4410050446572132,-0.3894818946731546,0.44992293198062416,-0.3973578944905798,0.374
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n3_point,point,3,0.5,100.0,7,0.10712554577135827,-0.0009257933172550003,0.10805133908861327,0.08490550218320969,0.08799473432694195,0.08672129583583088,1.2617032231927916,-0.01090380827448988,1.217408593715805,-0.010521008152774703,1.235285344146079,-0.010675501424789454,0.532
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n4_op,open_path,4,0.5,100.0,7,0.053961953322288495,-0.030569892357063592,0.08453184567935208,0.0743891977792162,0.07616385601025379,0.07460535049026114,0.7254003932458736,-0.41094531557920094,0.7084981794386002,-0.4013700718218367,0.7232987040163105,-0.4097546912678084,0.3705
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n4_point,point,4,0.5,100.0,7,-0.007785785431947823,-0.09550322711643464,0.08771744168448681,0.09110440029527267,0.0942850767205037,0.09287253082331157,-0.08546003713008164,-1.0482833628991048,-0.08257707054773694,-1.0129198642913766,-0.08383302751553254,-1.028325881396814,0.144
source_heterogeneity_les_rice_paddy_l100_cv0p5_s8_wind3_n1_op,open_path,1,0.5,100.0,8,-0.09963198466305273,-0.1314473120157624,0.03181532735270967,0.08250242573892148,0.0845176434927939,0.08319806003281814,-1.2076249124884844,-1.5932539054272994,-1.1788306032402276,-1.5552647540033435,-1.1975277383120724,-1.5799324162596093,0.0405
source_heterogeneity_les_rice_paddy_l100_cv0p5_s8_wind3_n1_point,point,1,0.5,100.0,8,-0.10583013186623576,-0.11138194302678257,0.005551811160546816,0.18518434994300983,0.191282193970373,0.19055458313435963,-0.5714852896522022,-0.6014652051378001,-0.5532670326994859,-0.5822912248906666,-0.5553796194532626,-0.5845146371958285,0.30425
source_heterogeneity_les_rice_paddy_l100_cv0p5_s8_wind3_n2_op,open_path,2,0.5,100.0,8,-0.08799202871697888,-0.1333428760698382,0.04535084735285931,0.08310680730500773,0.08512159608932464,0.08366930842285188,-1.0587824459919637,-1.6044759796927417,-1.0337215555103323,-1.566498775820783,-1.0516643483208996,-1.5936892342403943,0.03875
source_heterogeneity_les_rice_paddy_l100_cv0p5_s8_wind3_n2_point,point,2,0.5,100.0,8,-0.01828321470562432,-0.0968546417575092,0.07857142705188488,0.10066740254137618,0.10424286974517911,0.10205659249930563,-0.18162001049058135,-0.9621251697410205,-0.17539055429227432,-0.929124859995409,-0.17914780670096067,-0.9490287632145682,0.16925
